client,method,latency(ms)
trade-client,trade,1.0500839999849632
trade-client,trade,0.8280000000127075
trade-client,trade,0.8765000000039436
trade-client,trade,2.968624999994063
trade-client,trade,0.8692090000295138
trade-client,trade,0.7691249999766114
trade-client,trade,0.9166659999664262
trade-client,trade,1.1441669999499027
trade-client,trade,1.029167000012876
trade-client,trade,1.0994999999525135
trade-client,trade,1.5331250000372165
trade-client,trade,0.7428749999576212
trade-client,trade,1.5006250000055843
trade-client,trade,1.1107079999987945
trade-client,trade,1.4174579999917114
trade-client,trade,1.170915999978206
trade-client,trade,0.7964580000248134
trade-client,trade,1.6205830000330934
trade-client,trade,1.0752499999853171
trade-client,trade,0.5778749999763022
trade-client,trade,0.6656670000211307
trade-client,trade,1.3673330000187889
trade-client,trade,2.040999999962878
trade-client,trade,0.6903749999764841
trade-client,trade,0.7448750000094151
trade-client,trade,0.7616670000061276
trade-client,trade,0.9234590000346543
trade-client,trade,1.564083000005212
trade-client,trade,0.6750829999759844
trade-client,trade,1.216542000008758
trade-client,trade,0.7454169999618898
trade-client,trade,0.8521249999944303
trade-client,trade,1.4436669999895457
trade-client,trade,1.2570829999845046
trade-client,trade,0.790499999993699
trade-client,trade,1.0673340000266762
trade-client,trade,1.393208000024515
trade-client,trade,3.7939590000064527
trade-client,trade,1.8203749999656793
trade-client,trade,0.9680410000214579
trade-client,trade,1.003665999974146
trade-client,trade,1.39737500001047
trade-client,trade,0.8469999999647371
trade-client,trade,1.1165829999981725
trade-client,trade,0.943333000009261
trade-client,trade,1.2969580000117276
trade-client,trade,1.0983749999695647
trade-client,trade,0.8296249999943939
trade-client,trade,1.559499999984837
trade-client,trade,0.9005830000319293
trade-client,trade,0.970250000023043
trade-client,trade,0.830167000003712
trade-client,trade,1.5026670000111153
trade-client,trade,1.2917909999714539
trade-client,trade,1.1252090000084536
trade-client,trade,1.336207999997896
trade-client,trade,1.0336249999909342
trade-client,trade,1.0411670000394224
trade-client,trade,1.2994169999842597
trade-client,trade,0.7728749999955653
trade-client,trade,1.5188749999879292
trade-client,trade,0.7303749999891807
trade-client,trade,0.9672909999949297
trade-client,trade,1.0506669999585938
